,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
3105,Examine the cross-disciplinary applications of Plate Tectonics in other fields.,Geography,Plate Tectonics,50.14,0.49,1752.0,858.0,12.0,Evaluate,Moderate
3106,Compare and contrast the primary theories of Arithmetic.,Mathematics,Arithmetic,49.68,0.52,1997.0,1038.0,20.0,Create,Hard
3107,How does Gender Equality affect the global economy or environment?,Social Science,Gender Equality,11.56,0.12,1882.0,225.0,2.0,Create,Medium
3108,How has the understanding of Community Development evolved since the 20th century?,Social Science,Community Development,50.31,0.51,1302.0,664.0,11.0,Remember,Moderate
3109,Evaluate the impact of Climate Change on society today.,Geography,Climate Change,53.67,0.51,2871.0,1464.0,3.0,Analyze,Moderate
3110,Propose a solution to a common challenge in Nuclear physics. - Perspective 546,Physics,Nuclear physics,92.42,0.9,1679.0,1511.0,7.0,Apply,Hard
3111,Draft a detailed overview of the mathematical foundations of Urbanization. - Perspective 899,Geography,Urbanization,74.37,0.79,2116.0,1671.0,12.0,Understand,Hard
3112,Propose a solution to a common challenge in Number Systems. - Perspective 757,Maths,Number Systems,43.14,0.46,501.0,230.0,13.0,Remember,Hard
3113,Propose a solution to a common challenge in Optical Fibers.,Physics,Optical Fibers,49.85,0.47,137.0,64.0,12.0,Apply,Easy
3114,Predict the future trends of Macroeconomics over the next decade. - Perspective 382,Economics,Macroeconomics,12.04,0.11,650.0,71.0,6.0,Create,Medium
3115,Explain the step-by-step mechanism of VSEPR theory.,Chemistry,VSEPR theory,45.41,0.49,2026.0,992.0,19.0,Understand,Moderate
3116,Examine the cross-disciplinary applications of Wave types in other fields.,Physics,Wave types,83.48,0.83,2541.0,2109.0,2.0,Evaluate,Hard
3117,Draft a detailed overview of the mathematical foundations of Data Mining.,Computer Science,Data Mining,34.4,0.36,1770.0,637.0,17.0,Analyze,Hard
3118,Explain the step-by-step mechanism of American Civil War.,History,American Civil War,62.78,0.62,310.0,192.0,6.0,Remember,Hard
3119,Identify the three most critical components of Hybridization. - Perspective 410,Chemistry,Hybridization,41.4,0.37,2931.0,1084.0,8.0,Understand,Hard
3120,Identify the three most critical components of Trigonometry. - Perspective 909,Maths,Trigonometry,60.08,0.56,2461.0,1378.0,4.0,Evaluate,Medium
3121,Propose a solution to a common challenge in Democracy.,Social Science,Democracy,82.68,0.85,102.0,86.0,9.0,Remember,Easy
3122,How does Adverbs affect the global economy or environment?,English,Adverbs,96.55,0.96,1624.0,1559.0,12.0,Evaluate,Hard
3123,What role does Scalar and Vector play in the advancement of Physics technology?,Physics,Scalar and Vector,51.57,0.54,1915.0,1034.0,15.0,Create,Medium
3124,Predict the future trends of Earth's layers over the next decade. - Perspective 657,Geography,Earth's layers,16.61,0.2,960.0,192.0,10.0,Evaluate,Easy
3125,What are the most common misconceptions about Nutrient cycling?,Biology,Nutrient cycling,47.35,0.48,454.0,217.0,20.0,Evaluate,Moderate
3126,How does Periodic Classification affect the global economy or environment?,Chemistry,Periodic Classification,34.81,0.35,1590.0,556.0,2.0,Analyze,Hard
3127,What are the most common misconceptions about Ancient Greece?,History,Ancient Greece,82.6,0.87,1808.0,1572.0,6.0,Apply,Medium
3128,Critique a major study or paper regarding General Physics. - Perspective 830,Science,General Physics,47.29,0.5,2355.0,1177.0,10.0,Analyze,Hard
3129,Propose a solution to a common challenge in Algebra. - Perspective 859,Maths,Algebra,47.82,0.48,2385.0,1144.0,14.0,Apply,Easy
3130,Evaluate the impact of Middle Ages on society today. - Perspective 202,History,Middle Ages,79.04,0.79,2269.0,1792.0,11.0,Analyze,Hard
3131,Outline the historical development of Speed of light concepts.,Physics,Speed of light,60.36,0.56,1780.0,996.0,11.0,Analyze,Hard
3132,Describe a real-world application of Motion graphs in industry or daily life. - Perspective 535,Physics,Motion graphs,19.82,0.24,2540.0,609.0,20.0,Understand,Hard
3133,Discuss the ethical challenges associated with Opportunity Cost.,Economics,Opportunity Cost,82.86,0.81,1340.0,1085.0,13.0,Analyze,Moderate
3134,What role does d and f Block Elements play in the advancement of Chemistry technology?,Chemistry,d and f Block Elements,92.47,0.88,2701.0,2376.0,16.0,Evaluate,Easy
3135,Summarize the key experimental findings related to Punctuation.,English,Punctuation,73.37,0.69,1898.0,1309.0,12.0,Create,Moderate
3136,Evaluate the impact of Mobile App Development on society today.,Computer Science,Mobile App Development,40.6,0.36,1746.0,628.0,17.0,Evaluate,Medium
3137,Examine the cross-disciplinary applications of Health and Diseases in other fields. - Perspective 532,Science,Health and Diseases,33.46,0.33,1684.0,555.0,5.0,Understand,Hard
3138,Explain the step-by-step mechanism of Globalization Impact. - Perspective 517,Social Science,Globalization Impact,88.56,0.84,314.0,263.0,1.0,Analyze,Medium
3139,What is the significance of Game Theory in modern Economics research?,Economics,Game Theory,85.34,0.88,1552.0,1365.0,15.0,Analyze,Medium
3140,Compare and contrast the primary theories of Poverty. - Perspective 436,Economics,Poverty,53.68,0.54,773.0,417.0,1.0,Create,Medium
3141,What is the significance of Pronouns in modern English research? - Perspective 478,English,Pronouns,66.68,0.64,2079.0,1330.0,3.0,Remember,Easy
3142,Evaluate the impact of Antibiotics on society today.,Chemistry,Antibiotics,25.85,0.27,2506.0,676.0,11.0,Apply,Moderate
3143,What are the most common misconceptions about Reproductive System?,Biology,Reproductive System,88.75,0.9,1267.0,1140.0,20.0,Remember,Moderate
3144,Compare and contrast the primary theories of Articles. - Perspective 374,English,Articles,80.98,0.82,96.0,78.0,10.0,Remember,Hard
3145,Identify the three most critical components of Statistics. - Perspective 473,Maths,Statistics,40.63,0.43,2570.0,1105.0,11.0,Apply,Hard
3146,How does Deforestation affect the global economy or environment? - Perspective 359,Geography,Deforestation,31.16,0.27,999.0,269.0,20.0,Understand,Moderate
3147,Examine the cross-disciplinary applications of Trigonometry in other fields. - Perspective 780,Maths,Trigonometry,32.12,0.28,2948.0,825.0,18.0,Apply,Hard
3148,Compare and contrast the primary theories of Permutations.,Mathematics,Permutations,91.81,0.94,277.0,260.0,2.0,Analyze,Hard
3149,Propose a solution to a common challenge in Stoichiometry. - Perspective 249,Chemistry,Stoichiometry,65.07,0.69,1095.0,755.0,11.0,Understand,Medium
3150,Critique a major study or paper regarding Cultural Studies.,Social Science,Cultural Studies,74.17,0.75,1294.0,970.0,4.0,Analyze,Medium
3151,Solve a comprehensive problem involving the core principles of Algorithms.,Computer Science,Algorithms,63.09,0.65,277.0,180.0,17.0,Evaluate,Hard
3152,Outline the historical development of Petrochemicals concepts. - Perspective 407,Chemistry,Petrochemicals,22.21,0.24,1117.0,268.0,3.0,Remember,Moderate
3153,How does Conditionals affect the global economy or environment? - Perspective 345,English,Conditionals,61.89,0.58,735.0,426.0,13.0,Remember,Moderate
3154,Analyze the relationship between Trigonometry and the wider Maths field. - Perspective 939,Maths,Trigonometry,46.45,0.45,1967.0,885.0,14.0,Remember,Easy
3155,Predict the future trends of Python Frameworks over the next decade.,Computer Science,Python Frameworks,98.54,0.97,234.0,226.0,9.0,Understand,Medium
3156,Critique a major study or paper regarding General Physics. - Perspective 539,Science,General Physics,87.41,0.92,1247.0,1147.0,19.0,Understand,Easy
3157,Identify the three most critical components of Material Science. - Perspective 226,Science,Material Science,52.13,0.48,685.0,328.0,8.0,Understand,Medium
3158,Critique a major study or paper regarding Sentence Arrangement. - Perspective 523,English,Sentence Arrangement,34.22,0.38,1364.0,518.0,20.0,Remember,Hard
3159,What role does Probability play in the advancement of Maths technology? - Perspective 218,Maths,Probability,67.93,0.71,2626.0,1864.0,14.0,Analyze,Moderate
3160,Analyze the relationship between Calculus and the wider Maths field. - Perspective 845,Maths,Calculus,43.71,0.43,2745.0,1180.0,1.0,Remember,Hard
3161,Critique a major study or paper regarding Magna Carta.,History,Magna Carta,86.22,0.9,2539.0,2285.0,1.0,Analyze,Medium
3162,Examine the cross-disciplinary applications of Algebra in other fields. - Perspective 120,Mathematics,Algebra,47.24,0.47,1987.0,933.0,19.0,Remember,Easy
3163,How has the understanding of Gas laws evolved since the 20th century?,Chemistry,Gas laws,49.88,0.49,2633.0,1290.0,5.0,Evaluate,Easy
3164,How has the understanding of Water Resources evolved since the 20th century?,Geography,Water Resources,15.59,0.18,1682.0,302.0,4.0,Create,Easy
3165,Explain the step-by-step mechanism of Space Exploration. - Perspective 711,Science,Space Exploration,31.13,0.32,1276.0,408.0,17.0,Apply,Easy
3166,How does Social Movements affect the global economy or environment?,Social Science,Social Movements,77.43,0.76,2557.0,1943.0,14.0,Apply,Hard
3167,Propose a solution to a common challenge in Urbanization. - Perspective 160,Geography,Urbanization,77.76,0.81,1939.0,1570.0,6.0,Remember,Moderate
3168,Explain the step-by-step mechanism of Inflation. - Perspective 479,Economics,Inflation,51.75,0.48,2920.0,1401.0,2.0,Analyze,Medium
3169,Outline the historical development of Macroeconomics concepts. - Perspective 521,Economics,Macroeconomics,44.02,0.43,2603.0,1119.0,1.0,Evaluate,Easy
3170,Summarize the key experimental findings related to Energy Sources.,Science,Energy Sources,47.98,0.43,669.0,287.0,12.0,Analyze,Easy
3171,Compare and contrast the primary theories of Pronouns.,English,Pronouns,92.74,0.93,1505.0,1399.0,12.0,Evaluate,Hard
3172,Describe a real-world application of Democracy in industry or daily life.,Social Science,Democracy,99.49,0.96,2793.0,2681.0,4.0,Remember,Moderate
3173,Discuss the ethical challenges associated with Age of Discovery. - Perspective 997,History,Age of Discovery,41.8,0.41,2281.0,935.0,12.0,Understand,Hard
3174,Outline the historical development of Vikings concepts.,History,Vikings,66.82,0.65,2717.0,1766.0,8.0,Evaluate,Medium
3175,Solve a comprehensive problem involving the core principles of Real analysis. - Perspective 795,Mathematics,Real analysis,56.45,0.58,1821.0,1056.0,11.0,Evaluate,Medium
3176,What is the significance of Diffraction in modern Physics research?,Physics,Diffraction,17.09,0.17,741.0,125.0,4.0,Evaluate,Medium
3177,Discuss the ethical challenges associated with Russian Revolution.,History,Russian Revolution,11.22,0.16,2402.0,384.0,2.0,Remember,Moderate
3178,Describe a real-world application of Calculus in industry or daily life. - Perspective 396,Mathematics,Calculus,96.21,0.96,252.0,241.0,17.0,Analyze,Easy
3179,Explain the step-by-step mechanism of Green Chemistry.,Chemistry,Green Chemistry,96.49,0.92,814.0,748.0,4.0,Understand,Easy
3180,Solve a comprehensive problem involving the core principles of Russian Revolution.,History,Russian Revolution,95.7,0.95,1327.0,1260.0,11.0,Evaluate,Hard
3181,Discuss the ethical challenges associated with Software Engineering.,Computer Science,Software Engineering,45.68,0.41,2698.0,1106.0,2.0,Create,Medium
3182,Analyze the relationship between Biomolecules and the wider Biology field. - Perspective 559,Biology,Biomolecules,15.55,0.16,150.0,24.0,3.0,Remember,Moderate
3183,What are the most common misconceptions about Energy Sources? - Perspective 389,Science,Energy Sources,60.87,0.62,650.0,403.0,1.0,Create,Medium
3184,Evaluate the impact of Napoleon Bonaparte on society today.,History,Napoleon Bonaparte,29.43,0.26,507.0,131.0,7.0,Remember,Hard
3185,Discuss the ethical challenges associated with Trigonometry. - Perspective 451,Maths,Trigonometry,18.76,0.15,839.0,125.0,7.0,Analyze,Easy
3186,Explain the step-by-step mechanism of Forensics. - Perspective 934,Chemistry,Forensics,92.22,0.9,832.0,748.0,8.0,Create,Hard
3187,Critique a major study or paper regarding Derivatives.,Mathematics,Derivatives,74.06,0.71,2874.0,2040.0,9.0,Remember,Medium
3188,Outline the historical development of Statistics concepts. - Perspective 590,Maths,Statistics,37.44,0.41,173.0,70.0,4.0,Understand,Moderate
3189,Draft a detailed overview of the mathematical foundations of Molar mass.,Chemistry,Molar mass,84.6,0.86,2706.0,2327.0,13.0,Analyze,Moderate
3190,Discuss the ethical challenges associated with Industrial Regions.,Geography,Industrial Regions,13.97,0.16,1927.0,308.0,17.0,Evaluate,Hard
3191,Outline the historical development of Determiners concepts.,English,Determiners,89.88,0.92,433.0,398.0,20.0,Understand,Easy
3192,What role does Public Policy play in the advancement of Social Science technology? - Perspective 275,Social Science,Public Policy,34.09,0.36,2954.0,1063.0,12.0,Remember,Hard
3193,Draft a detailed overview of the mathematical foundations of General Biology. - Perspective 474,Science,General Biology,82.91,0.82,1669.0,1368.0,15.0,Apply,Medium
3194,How does Determiners affect the global economy or environment? - Perspective 690,English,Determiners,87.1,0.85,1874.0,1592.0,20.0,Evaluate,Hard
3195,Critique a major study or paper regarding Evolution. - Perspective 216,Biology,Evolution,40.82,0.4,1319.0,527.0,14.0,Remember,Moderate
3196,Predict the future trends of Taxation over the next decade. - Perspective 924,Economics,Taxation,16.65,0.21,2035.0,427.0,17.0,Apply,Easy
3197,How has the understanding of Interference evolved since the 20th century? - Perspective 690,Physics,Interference,30.57,0.31,55.0,17.0,10.0,Analyze,Moderate
3198,Examine the cross-disciplinary applications of Number Systems in other fields. - Perspective 816,Maths,Number Systems,80.81,0.78,527.0,411.0,1.0,Evaluate,Hard
3199,What role does Gig Economy play in the advancement of Economics technology?,Economics,Gig Economy,29.72,0.32,850.0,272.0,5.0,Apply,Hard
3200,Explain the step-by-step mechanism of Calculus. - Perspective 544,Mathematics,Calculus,44.14,0.44,2063.0,907.0,15.0,Remember,Moderate
3201,Draft a detailed overview of the mathematical foundations of Industrial Regions.,Geography,Industrial Regions,25.01,0.22,2220.0,488.0,16.0,Remember,Easy
3202,Compare and contrast the primary theories of Logarithms. - Perspective 179,Mathematics,Logarithms,35.6,0.37,240.0,88.0,10.0,Create,Hard
3203,Describe a real-world application of Blood in industry or daily life.,Biology,Blood,19.27,0.2,2153.0,430.0,20.0,Evaluate,Moderate
3204,Propose a solution to a common challenge in Labor Markets.,Economics,Labor Markets,77.12,0.78,2633.0,2053.0,10.0,Evaluate,Medium
3205,How does Chemical Kinetics affect the global economy or environment?,Chemistry,Chemical Kinetics,76.41,0.81,869.0,703.0,5.0,Evaluate,Easy
